,brand,category,name,ingredients,details,image_url
66,L'Oreal Paris,Skincare,Age perfect rosy tone anti aging eye brightener paraben free,"Always read the ingredient list on the product label before use. Please consult the product packaging on the shade level at your local store for detailed product ingredients and application instructions.

AQUA / WATER
DIMETHICONE
GLYCERIN
ALCOHOL DENAT.
METHYL METHACRYLATE CROSSPOLYMER
DIMETHICONE CROSSPOLYMER
OCTYLDODECANOL
AMMONIUM POLYACRYLOYLDIMETHYL TAURATE
CI 77891 / TITANIUM DIOXIDE
VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER
CETYL ALCOHOL
IRIS FLORENTINA ROOT EXTRACT
PAEONIA SUFFRUTICOSA ROOT EXTRACT
ADENOSINE
CAFFEINE
CALCIUM PANTETHEINE SULFONATE
CAPRYLOYL SALICYLIC ACID
DISODIUM EDTA
TRIETHANOLAMINE
BORON NITRIDE
PERLITE
SILICA SILYLATE
BUTYLENE GLYCOL
CAPRYLYL GLYCOL
CARBOMER
CI 77163 / BISMUTH OXYCHLORIDE
CI 77491 / IRON OXIDES
GLYCERYL STEARATE
HYDROGENATED POLYISOBUTENE
ISOPROPYL TITANIUM TRIISOSTEARATE
MICA
MYRISTIC ACID
PALMITIC ACID
PEG-100 STEARATE
POLYSORBATE 60
STEARIC ACID
SYNTHETIC FLUORPHLOGOPITE
TIN OXIDE
PHENOXYETHANOL
TOCOPHEROL 

FIL CODE B229817/1  ","Rosy Tone Eye Brightener is an anti-aging eye cream for mature, dull skin. This eye treatment has a unique whipped texture to instantly blur and help visibly color correct dark circles. This formula with Imperial Peony Extracts, reduces the look of dark circles, visibly brightens skin around the eye area and provides an overall healthier, younger-looking complexion. Paraben Free. Mineral oil free. Non-sticky. Ophthalmologist and Dermatologist tested for safety, Suitable for sensitive skin.
*Packaging may vary. What you receive may not be what is reflected on site.

*Money back guarantee, up to $24.99 (sales tax and shipping not refunded), for L’Oréal Paris Age Perfect. Purchase made between 3/1/2020-12/31/20 redeem by 1/30/21. Restrictions apply. For details, call 1-855-332-9983. ",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/eye-creams/rosy-tone-anti-aging-eye-brightener-paraben-free/rosy-tone-anti-aging-eye-brightener-paraben-free-v2/t1_ap-rosy-pdp-shoot.png
67,L'Oreal Paris,Skincare,Age perfect rosy tone fragrance free face moisturizer,"Always read the ingredient list on the product label before use. Please consult the product packaging on the shade level at your local store for detailed product ingredients and application instructions.

AQUA/WATER/EAU
SQUALANE
CYCLOHEXASILOXANE
GLYCERIN
CETYL ALCOHOL
GLYCERYL STEARATE
PEG-40 STEARATE
MYRISTYL
MYRISTATE
PENTAERYTHRITYL TETRAETHYLHEXANOATE
OCTYLDODECANOL 
SORBITAN TRISTEARATE
BUTYLENE GLYCOL
PHENOXYETHANOL 
ACRYLAMIDE/SODIUM
ACRYLOYLDIMETHYLTAURATE COPOLYMER 
METHYLDIHYDROJASMONATE
SYNTHETIC FLUORPHLOGOPITE 
CI 77891/TITANIUM DIOXIDE 
ISOHEXADECANE
CAPRYLOYL SALICYLIC ACID 
ACRYLONITRILE/METHYL METHACRYLATE/VINYLIDENE
CHLORIDE COPOLYMER 
MANNITOL 
ASCORBYL GLUCOSIDE 
CHLORPHENESIN 
MICA 
POLYSORBATE 80 
PAEONIA ALBIFLORA ROOT EXTRACT 
DISODIUM EDTA 
CI 77163/BISMUTH OXYCHLORIDE 
CI 77491/IRON OXIDES 
HYDROLYZED CICER SEED EXTRACT 
SORBITAN OLEATE 
ISOBUTANE 
SODIUM HYDROXIDE 
IRIS FLORENTINA
ROOT EXTRACT 
VIGNA ACONITIFOLIA SEED EXTRACT 
CYCLODEXTRIN 
SODIUM
COCOYL GLUTAMATE 
FAEX EXTRACT/YEAST EXTRACT/EXTRAIT DE LEVURE 
TIN OXIDE
DISODIUM SUCCINATE 
BHT 

FIL CODE D226251/1","L’Oréal Paris Age Perfect® Rosy Tone Fragrance Free Moisturizer is a rich, non-greasy daily moisturizing cream for mature skin. As skin matures, its ability to renew surface cells slows down. As a result, skin's natural pink tone is hidden and complexion becomes dull, losing its natural rosy tone of youth. The formula with Imperial Peony and LHA gently exfoliates dull, sallow skin. This daytime moisturizer revives skin’s natural pink tone. Results immediately and over time: smooth and renewed skin with a healthy and rosy complexion
*Packaging may vary, what you receive may not be what is reflected on site.
*Money back guarantee, up to $24.99 (sales tax and shipping not refunded), for L’Oréal Paris Age Perfect. Purchase made between 3/1/2020-12/31/20 redeem by 1/30/21. Restrictions apply. For details, call 1-855-332-9983. ",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/age-perfect-rosy-tone-fragrance-free-face-moisturizer/rosy-tone-fragrance-free-face-moisturizer/071249386910_t1.png
68,L'Oreal Paris,Skincare,Revitalift radiant smoothing wet cleansing towelettes,Active Ingredients  AQUA / WATER • GLYCERIN • ISOPROPYL PALMITATE • PENTYLENE GLYCOL • ALCOHOL DENAT • PEG-100 STEARATE • GLYCERYL STEARATE • CETYL ALCOHOL • CARBOMER •  TRIETHANOLAMINE • ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE • ASCORBYL GLUCOSIDE • CAPRYLOYL SALICYLIC ACID • XANTHAN GUM • DISODIUM COCOAMPHODIACETATE • DISODIUM EDTA • METHYLPARABEN • QUATERNIUM-15 •  PARFUM / FRAGRANCE • LINALOOL • BENZYL SALICYLATE • CITRONELLOL •  ALPHA-ISOMETHYL IONONE • GERANIOL • LIMONENE • COUMARIN • HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE • BUTYLPHENYL METHYLPROPIONAL,"New RevitaLift® Radiant Smoothing Wet Cleansing Towelettes are specially formulated to nourish skin and boost radiance while gently exfoliating and removing all traces of impurities and makeup. Skin looks smoother, brighter and more refined.


-Containing Revitalizing Vitamin C, these towelettes help remove all traces of makeup and impurities.
-Gently exfoliates skin dead cells and helps enhance skin smoothness and radiance.
-When used as part of a complete skincare regimen, it complements the performance of your daily RevitaLift anti-aging moisturizer action.


",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-cleansers/revitalift-radiant-smoothing-wet-cleansing-towelettes/radiant-smoothing-wet-cleansing-towelettes/071249135631_t1-2.png
69,L'Oreal Paris,Skincare,Revitalift radiant smoothing cream cleanser,Active Ingredients  AQUA / WATER • SODIUM COCOYL GLYCINATE • COCO-BETAINE • GLYCERIN • SODIUM CHLORIDE • CI 77891 / TITANIUM DIOXIDE • ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER • ASCORBYL GLUCOSIDE • BENZYL SALICYLATE • BUTYLPARABEN • CITRONELLOL • ETHYLPARABEN • GLYCOL DISTEARATE • ISOBUTYLPARABEN • LINALOOL • METHYLPARABEN • PEG-14M • PHENOXYETHANOL • POLYQUATERNIUM-39 • PROPYLPARABEN • SALICYLIC ACID • SODIUM BENZOATE • SODIUM HYDROXIDE • PARFUM / FRAGRANCE,"New RevitaLift® Radiant Smoothing Cream Cleanser is specially formulated to nourish skin and boost radiance while gently exfoliating and removing all traces of impurities and makeup. Skin looks smoother, brighter and more refined.


-Helps to remove all traces of makeup and impurities.
-Gently exfoliates dead skin cells and helps enhance skin smoothness and radiance.
-When used as part of a complete skincare regimen, this cleanser complements the performance of your daily RevitaLift anti-aging moisturizer action.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-cleansers/revitalift-radiant-smoothing-cream-cleanser/radiant-smoothing-cream-cleanser/071249135655_t1.png
70,L'Oreal Paris,Skincare,Age perfect nourishing cream cleanser,"AQUA / WATER
SODIUM COCOYL GLYCINATE
COCO-BETAINE
GLYCERIN
SODIUM CHLORIDE
CI 77891 / TITANIUM DIOXIDE
ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER
PHENOXYETHANOL
SODIUM BENZOATE
PEG-14M
GLYCOL DISTEARATE
SODIUM HYDROXIDE
PARFUM / FRAGRANCE
METHYLPARABEN
SALICYLIC ACID
POLYQUATERNIUM-39
ETHYLPARABEN
LINALOOL
HEXYL CINNAMAL
MACADAMIA TERNIFOLIA SEED OIL
SIMMONDSIA CHINENSIS SEED OIL / JOJOBA SEED OIL
ASCORBYL GLUCOSIDE
","Age Perfect® Cream Cleanser with replenishing oils is a face wash for mature skin that gently yet effectively removes traces of makeup. This gentle facial cleanser cleans without over drying for softer, smoother, more supple skin.

*Money back guarantee, up to $24.99 (sales tax and shipping not refunded), for L’Oréal Paris Age Perfect. Purchase made between 3/1/2020-12/31/20 redeem by 1/30/21. Restrictions apply. For details, call 1-855-332-9983. ",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-cleansers/age-perfect-nourishing-cream-cleanser/nourishing-cream-cleanser/071249327258_t1.png
71,L'Oreal Paris,Skincare,Pure clay mask detox and brighten treatment mask,"AQUA / WATER, KAOLIN, MONTMORILLONITE, LECITHIN, POLYSORBATE 20, BUTYLENE, GLYCOL PROPYLENE, GLYCOL, CI 77499 / IRON OXIDES, ORYZA, SATIVA STARCH / RICE STARCH, MOROCCAN LAVA CLAY, CHARCOAL POWDER, CAPRYLYL, GLYCOL CITRIC ACID, XANTHAN GUM, POLYGLYCERIN-10, POLYGLYCERYL-10 MYRISTATE, POLYGLYCERYL-10 STEARATE, SODIUM DEHYDROACETATE, PHENOXYETHANOL, CHLORPHENESIN, LINALOOL, LIMONENE, PARFUM /FRAGRANCE
","Transform Skin in Just 10 Minutes with this 3 Pure Clays and Charcoal Mask for Dull and Tired-looking Skin.
L’Oréal Paris Skin Experts have created a super-charged Pure-Clay face mask with the power and benefits of Charcoal to detoxify and illuminate your skin in just 10 minutes. Our indulgent and powerful face mask formula provides a luxurious experience while potent pure clays and charcoal act like a magnet to clean out pores and draw-out and capture deep impurities (such as dirt, oil, and pollution). This creamy, non-drying charcoal mask leaves skin feeling clean, velvety, and rebalanced, addressing your dull, tired skin to reveal a purified, even, and radiant complexion. Immediately, skin looks brighter with a healthy glow. Our charcoal mask provides deep pore cleansing–dirt, dust and pollution are removed from skin. Skin’s complexion looks fresher and more even. Use After Use, skin is clean as if detoxified. Skin feels as though it can breathe better. ",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/face-mask/pure-clay-mask-detox-and-brighten-treatment-mask/detox-and-brighten-treatment-mask-03-22/t1_-pc-product-shot-v2.png
72,L'Oreal Paris,Skincare,Pure clay cleanser detox and brighten,"AQUA/WATERKAOLINGLYCERIN
COCO-BETAINEPROPANEDIOLSODIUM LAUROYL SARCOSINATE
POTASSIUM LAURATEACRYLATES COPOLYMER
HYDROXYPROPYL STARCH PHOSPHATESODIUM
CHLORIDEPHENOXYETHANOLPARFUM/FRA- GRANCETETRASODIUM EDTACI 77499/IRON OXIDES
MOROCCAN LAVA CLAYMONTMORILLONITE
ETHYLHEXYLGLYCERINCHARCOAL POWDER
LIMONENELINALOOLSODIUM BENZOATEPOLYGLYC- ERIN-10POLYGLYCERYL-10 MYRISTATEPOLYGLYCER- YL-10 STEARATECITRIC ACIDSODIUM DEHYDROACETATE
TOCOPHEROL. F.I.L. ","L'Oréal Paris Skin Experts created our 1st range of clay-to-mousse daily cleansers that leave skin looking perfectly clear. Each cleanser is powered by 3 different clays in their pure form and enhanced with a nature-sourced ingredient. Indulgently formulated to seamlessly transform from clay-to-mousse, Pure-Clay Cleansers remove everyday impurities without overdrying. Pure-Clay Cleanser Detox-Brighten goes beyond daily cleansing to clarify and detoxify for skin that can breathe better. Immediately skin is purified of dirt, oil and pollution, and is left with a clean, clear healthy look. Skin looks revitalized with a fresh glow. Use after use, skin's overall quality is improved. Dull skin appears more radiant and luminous. Skin looks more beautiful.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-cleansers/pure-clay-cleanser-detox-and-brighten/pure-clay-cleanser-detox-and-brighten/071249350775_t1.png
73,L'Oreal Paris,Skincare,Hydra genius daily liquid care normal dry skin,782637/19AQUA/WATERGLYCERINDIMETHICONECETEARYL ETHYLHEXANOATEALCOHOL DENAT.HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACIDSILANETRIOLBISABOLOLDIMETHICONOLALOE BARBADENSIS LEAF JUICESODIUM HYALURONATESODIUM HYDROXIDESILICA DIMETHYL SILYLATEHYALURONIC ACIDASCORBYL GLUCOSIDEAMMONIUM POLYACRYLOYLDIMETHYL TAURATEDISODIUM EDTAISOPROPYL MYRISTATECAPRYLYL GLYCOLCITRIC ACIDXANTHAN GUMT-BUTYL ALCOHOLBETULA ALBA JUICEETHYLHEXYL PALMITATEBUTYLENE GLYCOLHEXYLENE GLYCOLTOCOPHEROLPOTASSIUM SORBATESORBIC ACIDSODIUM BENZOATEPHENOXYETHANOLCI 42090/BLUE 1LINALOOLFARNESOLLIMONENECITRALPARFUM/FRAGRANCEF.I.L. # B201629/1,"L’Oréal Skin Expert Paris introduces Hydra Genius - a unique line of highly efficacious Daily Liquid Care Moisturizers. Formulated to offer lightweight hydration, these  formulas break into water upon contact with skin to deliver instant hydration that glides on easily for quick absorption. 

Specifically developed for Normal to Dry Skin, this water based moisturizer is formulated with Aloe Water + Hyaluronic Acid to provide dual action. 1. 72 hours of intense and continuous hydration: it quenches skin with moisture & locks it in. 2. Glowing Action: it envelops skin with moisture improving skin’s radiance. 

The result? Skin is ultra-hydrated and fresh, with a healthy-looking glow.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/hydra-genius-daily-liquid-care-normal-dry-skin/daily-liquid-care-normal-dry-skin/071249339190_t1.png
74,L'Oreal Paris,Skincare,Revitalift daily volumizing moisturizer,"AQUA / WATER,
GLYCERIN,
DIMETHICONE,
ISOHEXADECANE,
SILICA,
HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID,
ALCOHOL DENAT.,
DIPROPYLENE GLYCOL,
SYNTHETIC WAX,
ALPINIA GALANGA LEAF EXTRACT,
PEG-10 DIMETHICONE,
SECALE CEREALE EXTRACT / RYE SEED EXTRACT,
DIMETHICONE/PEG-10/15 CROSSPOLYMER,
DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER,
SODIUM ACRYLATES COPOLYMER,
SODIUM HYALURONATE,
ADENOSINE,
NYLON-12,
DIPOTASSIUM GLYCYRRHIZATE,
DISODIUM EDTA,
CAPRYLIC/CAPRIC TRIGLYCERIDE,
CAPRYLYL GLYCOL,
SYNTHETIC FLUORPHLOGOPITE,
PENTYLENE GLYCOL,
DISTEARDIMONIUM HECTORITE,
ETHYLHEXYL HYDROXYSTEARATE,
PHENOXYETHANOL,
CI 77163 / BISMUTH OXYCHLORIDE,
CI 77891 / TITANIUM DIOXIDE,
LINALOOL,
CITRONELLOL,
BENZYL ALCOHOL,
BENZYL BENZOATE,
BENZYL SALICYLATE,
PARFUM / FRAGRANCE","Our 1st Daily Volumizing Skincare.
Restores skin's natural fullness for a more youthful look.
See improvement on cheekbones, under-eye and wrinkles.

Dermatologists’ latest approach to anti-aging is not just about chasing after lines and wrinkles, it's about replenishing skin's volume. Skin loses volume when levels of Hyaluronic Acid—a naturally occurring, hydrating substance within the skin—starts to decline. As volume is gradually lost, the effects of gravity become more apparent—skin loses fullness.

Recommended daily regimen:


Step 1: Cleanse

Revitalift Cream Cleanser


Step 2: Treat

RevitaLift® Volume Filler Daily Volumizing Concentrated Serum


Step 3: Moisturize

RevitaLift® Volume Filler Daily Volumizing Moisturizer
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-daily-volumizing-moisturizer/daily-volumizing-moisturizer/071249291788_t1.png
75,L'Oreal Paris,Skincare,Revitalift miracle blur,"ACTIVE INGREDIENTS 
AVOBENZONE 3%
HOMOSALATE 10%
OCTISALATE 5%
OCTOCRYLENE 5%
OXYBENZONE 6%

INACTIVE INGREDIENTS 
DIMETHICONE • C12-15 ALKYL BENZOATE • TALC • DIISOPROPYL SEBACATE • SILICA
• SILICA SILYLATE • GLYCERIN • TRIMETHYLSILOXYSILICATE • DIMETHICONE CROSSPOLYMER • WATER","What Is Miracle Blur?
It’s NOT a moisturizer, NOT a foundation, MORE than a primer; it’s the first of-its-kind Instant Skin Smoother.

What Does It Do?
Miracle Blur instantly erases the look of lines, wrinkles, and pores. Skin instantly looks and feels smooth, leaving a velvet soft matte finish that lasts all day.

When Should I Use It?
Apply after moisturizer and blend evenly into skin. Wear alone or under foundation. Use all over face, or squeeze a smaller amount for targeted application. Ideal for all skin types.

Suggested Skincare Regimen:

-STEP 1: TREAT
*Suggested products: Triple Power Concentrated Serum, Triple Power Eye Treatment
-STEP 2: MOISTURIZE
*Suggested products: Triple Power Deep-Acting Moisturizer
-STEP 3: FINISH
Miracle Blur
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/revitalift-miracle-blur/miracle-blur/071249249130_t1.png
76,L'Oreal Paris,Skincare,Ideal clean all skin types makeup removing towelettes,690057/4 AQUA/WATER • GLYCERIN • ISOPRO- PYL PALMITATE • PENTYLENE GLYCOL • PEG- 100 STEARATE • GLYCERYL STEARATE • CETYL ALCOHOL • CARBOMER • TRIETHANOLAMINE • DISODIUM EDTA • PANTHENOL • DISODIUM COCOAMPHODIACETATE • XANTHAN GUM • METHYLPARABEN • QUATERNIUM-15 • PARFUM/FRAGRANCE • HEXYL CINNAMAL • LINALOOL • BUTYLPHENYL METHYLPROPIONAL• LIMONENE • F.I.L. # B11353/1,"Ultra-soft towelettes gently yet effectively remove all traces of makeup, mascara and even long wear makeup. Dirt and oil are dissolved for clean and visibly tightened pores. These purifying towelettes do not dry out the skin.

Alcohol Free
Dermatologist and ophthalmologist tested for safety",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/makeup-removers/ideal-clean-all-skin-types-makeup-removing-towelettes/all-skin-types-makeup-removing-towelettes/071249239872-primary-t1.png
77,L'Oreal Paris,Skincare,Ideal clean all skin types foaming gel cleanser,781955/1 AQUA/WATER • SODIUM LAURETH SULFATE • COCO-BETAINE • GLYCERIN • SODIUM CHLORIDE • BENZYL ALCOHOL • BENZYL SALICYLATE • CITRIC ACID • CITRO- NELLOL • GERANIOL • HEXYL CINNAMAL • HYDROXYCITRONELLAL • LIMONENE • LINALOOL • MENTHOL • POLYQUATERNIUM-7 • PPG-5-CETETH-20 • SALICYLIC ACID • SODIUM BENZOATE • SODIUM HYDROXIDE • PARFUM/FRAGRANCE • F.I.L. # B51645/1,"It’s never too early to start taking care of your skin. Oil free Ideal Clean Foaming Gel Cleanser gently removes makeup and buffs away impurities, leaving skin refreshed and radiant. The gel makes removing makeup quick and easy, deeply purifying while helping to minimize pores. It works for all skin types and won’t leave any tightness or residue.

-Dermatologist and ophthalmologist tested for safety
-Won’t dry out skin
-Lifts dirt and impurities
-Non comedogenic
-Suitable for sensitive eyes and contact lens wearers
-Pore by pore cleansing action minimizes size of pores
Limited Distribution – available in-store at CVS, click “Find Nearby” to find a store near you.
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-cleansers/ideal-clean-all-skin-types-foaming-gel-cleanser/all-skin-types-foaming-gel-cleanser/071249239865_t1.png
78,L'Oreal Paris,Skincare,Youth code dark spot spf 30 day cream,ACTIVE INGREDIENTS: AVOBENZONE 3% • HOMOSALATE 5% • OCTISALATE 5% • OCTOCRYLENE 7%COSMETIC INGREDIENTS: WATER • GLYCERIN • ISOHEXADECANE • DIMETHICONE • PROPYLENE GLYCOL • HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID • POLYACRYLAMIDE • DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER • BISMUTH OXYCHLORIDE • INULIN LAURYL CARBAMATE • C13-14 ISOPARAFFIN • ETHYLHEXYL • HYDROXYSTEARATE • PHENOXYETHANOL • FRAGRANCE • CAPRYLYL GLYCOL • STEARYL ALCOHOL • SORBIC ACID • LAURETH-7 • XANTHAN GUM • TRISODIUM ETHYLENEDIAMINE DISUCCINATE • CASTANEA SATIVA (CHESTNUT) SEED EXTRACT • GLYCERYL STEARATE • BEHENYL ALCOHOL • LIMONENE • GLYCERYL STEARATE CITRATE • DISODIUM ETHYLENE DICOCAMIDE PEG-15 DISULFATE • OXOTHIAZOLIDINECARBOXYLIC ACID • CITRAL,"Fact: Helps fade the appearance of dark spots, age spots, sun damage and post acne marks that can make skin appear up to 10 years older. Restore luminosity and fight discoloration with Youth Code Dark Spot Correcting & Illuminating SPF 30 Day Cream. This rich, hydrating formula prevents future discolorations from forming while minimizing the appearance of existing dark spots for a more even, radiant and youthful complexion. Specifically developed for a wide spectrum of skin types and tones.
Limited Distribution – available in-store at Walmart, click “Find Nearby” to find a store near you.",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/dark-spot-spf-30-day-cream/t1_youth-code-spf-cream-v3.png
79,L'Oreal Paris,Skincare,Youth code dark spot correcting illuminating serum corrector,AQUA / WATER • GLYCERIN • BUTYLENE GLYCOL • DIMETHICONE • NIACINAMIDE • C12-15 ALKYL BENZOATE • ALCOHOL DENAT. • ASCORBYL GLUCOSIDE • HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID • C13-14 ISOPARAFFIN • PEG-100 STEARATE • STEARIC ACID • POTASSIUM HYDROXIDE • GLYCERYL STEARATE • TRIETHANOLAMINE • SODIUM CITRATE • SODIUM HYALURONATE • PALMITIC ACID • ADENOSINE • DISODIUM EDTA • LAURETH-7 • XANTHAN GUM • OXOTHIAZOLIDINECARBOXYLIC ACID • CASTANEA SATIVA / CHESTNUT SEED EXTRACT • ETHYLHEXYL HYDROXYSTEARATE • POLYACRYLAMIDE • CETYL ALCOHOL • TOCOPHERYL ACETATE • PHENOXYETHANOL • CI 77163 / BISMUTH OXYCHLORIDE • LIMONENE • PARFUM / FRAGRANCE,"Fact: Helps fade the appearance of dark spots, age spots, sun damage and post acne marks that can make skin appear up to 10 years older. Restore luminosity and fight discoloration with Youth Code Dark Spot Correcting & Illuminating Serum Corrector. This clinically proven formula illuminates skin tone and improves the appearance of dark spots for a more even, radiant and youthful complexion. 86% of women saw fewer dark spots in just 8 weeks*. Specifically developed for a wide spectrum of skin types and tones.*Based on consumer evaluations.

Limited Distribution – available in-store at Walmart, click “Find Nearby” to find a store near you
",https://www.lorealparisusa.com//-/media/project/loreal/brand-sites/oap/americas/us/products/skin-care/facial-moisturizers/dark-spot-correcting-illuminating-serum-corrector/youth-code-dark-spot-correcting-illuminating-serum-corrector/t1_youth-code-serum.png
